"idno","cntry","essround","gndr","agea","domicil","hinctnta","eduyrs","wkhtot","tvtot","hhmmb","ipcrtiv","ipadvnt","ipgdtim","ipsuces","imprich","impsafe","imptrad","ipfrule","iphlppl","ipeqopt","trstplc","trstplt","trstlgl","polintr","bctprd","sgnptit","stflife","happy","health","sclmeet","sclact","rlgblg","rlgdgr","pray","rlgatnd"
100001620,"GB",7,1,52,3,88,11,50,3,4,2,3,2,3,5,2,1,2,2,2,7,1,4,2,2,1,7,7,2,3,3,1,5,7,7
100001624,"GB",7,1,46,2,8,13,70,4,4,3,5,4,4,4,3,3,3,2,4,7,5,7,2,2,2,7,7,2,5,2,2,0,7,7
100001626,"GB",7,2,58,2,6,13,37,4,1,3,5,2,2,6,1,1,2,2,2,3,0,1,3,2,2,8,6,1,6,4,1,5,1,6
100001627,"GB",7,1,18,4,88,13,666,0,3,2,8,3,8,5,5,6,4,2,1,7,2,7,1,1,1,6,6,3,7,3,2,0,7,7
100001628,"GB",7,2,64,3,2,14,9,3,1,4,4,3,4,4,3,1,2,2,2,4,3,6,2,2,2,6,8,1,2,2,1,5,3,6
100001629,"GB",7,2,38,3,5,11,37,7,1,3,4,3,5,4,1,6,2,1,2,8,7,8,2,1,1,8,8,2,3,3,2,2,7,7
100001631,"GB",7,1,45,1,8,18,47,5,1,3,4,4,3,4,2,2,5,1,2,7,4,7,2,2,2,7,7,3,3,2,2,2,7,7
100001635,"GB",7,2,50,3,5,13,38,3,2,4,5,3,4,4,1,5,5,1,1,7,4,6,3,2,1,3,4,1,4,2,2,0,7,7
100001638,"GB",7,2,39,4,88,24,50,2,4,2,3,3,1,1,1,2,3,1,1,9,7,9,1,2,1,9,10,2,4,3,2,0,7,7
100001642,"GB",7,2,62,3,88,11,30,5,2,5,5,4,5,3,4,1,2,3,2,7,6,7,3,1,1,5,6,2,2,2,1,2,7,7
100001644,"GB",7,2,76,3,1,10,50,7,1,2,6,5,4,5,2,2,1,2,2,6,3,5,3,2,2,8,8,3,6,2,1,0,7,7
100001649,"GB",7,1,69,3,4,13,50,7,2,2,5,2,5,4,3,3,5,3,4,5,3,6,3,2,2,8,7,2,6,3,2,0,7,7
100001650,"GB",7,2,39,2,1,10,666,7,1,2,4,4,3,2,2,4,3,4,1,9,1,9,3,2,2,5,6,3,4,2,2,1,7,7
100001651,"GB",7,1,63,2,6,10,5,6,2,1,3,1,5,4,1,2,5,1,2,5,3,7,2,2,2,10,9,2,4,4,1,4,5,5
100001652,"GB",7,1,16,2,88,11,3,5,4,2,1,4,2,4,5,5,5,2,1,3,2,2,2,2,1,7,8,2,6,3,2,1,7,6
100001654,"GB",7,2,38,3,7,13,37,7,2,4,5,4,5,5,2,4,5,4,3,4,2,2,3,2,2,8,8,1,3,2,1,3,6,7
100001655,"GB",7,1,77,2,1,9,40,7,1,5,6,4,6,5,1,4,1,4,2,7,9,7,3,2,2,7,6,3,2,1,1,5,5,4
100001656,"GB",7,1,27,3,2,11,48,6,1,2,2,1,3,3,3,1,2,1,2,5,0,0,2,2,2,5,7,2,5,3,1,6,3,6
100001657,"GB",7,2,67,3,1,10,20,2,1,2,5,6,6,6,3,6,3,1,3,2,1,2,3,2,2,1,2,3,4,2,2,2,4,7
100001663,"GB",7,2,41,3,7,19,36,7,4,2,5,5,3,5,2,3,4,2,2,8,4,8,2,2,1,7,8,1,5,3,1,2,7,7
100001665,"GB",7,2,70,4,6,10,46,7,3,2,2,2,2,5,2,2,2,1,1,4,3,3,4,2,2,4,5,2,6,3,2,5,3,6
100001668,"GB",7,2,35,4,4,11,8,4,5,3,3,5,3,5,2,2,4,2,2,9,5,6,3,2,1,8,8,1,3,2,2,2,6,7
100001669,"GB",7,2,53,3,4,11,50,7,1,4,5,2,2,6,4,2,5,1,1,4,3,5,2,2,1,3,5,2,5,3,1,6,6,7
100001672,"GB",7,1,74,4,1,11,35,7,1,1,3,3,3,6,1,2,2,2,2,6,4,5,3,2,2,7,6,2,5,4,2,3,7,7
100001674,"GB",7,1,49,3,3,11,45,7,2,2,4,1,5,4,5,4,6,4,2,5,4,3,2,2,2,5,7,2,5,3,2,1,7,7
100001677,"GB",7,2,20,1,77,12,36,1,3,3,2,2,2,5,1,1,5,2,1,3,1,0,2,2,2,5,5,2,3,3,2,0,7,7
100001678,"GB",7,2,72,3,2,10,16,7,2,2,4,2,4,2,2,3,3,1,2,6,2,3,3,2,2,5,7,2,5,2,2,5,1,6
100001679,"GB",7,2,58,4,1,11,40,6,1,1,4,2,5,6,2,2,3,1,1,7,4,6,1,1,1,8,8,2,7,2,2,4,1,7
100001680,"GB",7,1,69,2,4,12,40,3,2,4,4,3,4,2,2,1,1,3,1,0,0,0,2,2,1,5,6,2,4,1,1,1,7,7
100001681,"GB",7,1,68,2,4,14,54,0,1,3,3,5,4,5,2,2,3,3,2,5,5,5,3,2,2,5,5,3,5,3,2,8,1,6
100001682,"GB",7,1,74,3,10,9,60,2,1,1,3,4,4,4,4,3,5,4,3,7,7,8,2,1,1,10,10,2,6,4,1,2,7,5
100001683,"GB",7,1,40,2,10,15,37,3,2,2,2,1,2,2,1,2,1,2,1,8,2,4,2,2,1,10,8,2,4,2,1,7,1,3
100001688,"GB",7,2,60,4,3,19,36,3,2,4,1,2,5,5,1,2,4,1,2,7,5,6,2,2,2,8,8,2,4,4,1,7,1,4
100001689,"GB",7,2,62,1,1,11,666,7,1,3,5,1,6,4,2,4,2,3,4,10,7,7,4,2,2,10,10,2,5,3,1,10,2,3
100001690,"GB",7,2,57,3,8,16,60,4,1,4,4,4,2,5,3,2,2,2,1,9,6,8,3,2,2,10,10,1,6,2,2,0,7,7
100001691,"GB",7,2,28,3,1,9,16,7,4,3,3,3,4,5,2,5,3,2,2,5,1,5,3,2,1,6,8,2,7,3,2,2,6,6
100001692,"GB",7,2,28,3,5,14,40,6,3,3,3,3,5,5,1,5,2,2,2,8,2,7,4,2,2,7,7,1,4,3,2,1,7,7
100001696,"GB",7,2,38,2,7,13,12,2,7,2,5,5,5,5,2,2,2,2,3,8,7,8,3,2,1,8,8,2,3,2,1,6,6,6
100001700,"GB",7,1,45,4,3,13,65,4,1,5,5,5,5,5,1,5,4,2,1,8,0,8,4,2,2,9,8,1,6,2,2,5,7,7
100001701,"GB",7,2,81,2,2,9,40,7,2,5,5,5,5,5,2,1,4,1,1,3,3,5,1,1,1,9,8,3,6,4,1,10,1,1
100001705,"GB",7,2,26,2,10,13,45,2,2,3,4,4,4,5,4,5,4,2,1,8,6,8,2,2,1,7,8,1,6,4,2,0,7,7
100001707,"GB",7,2,53,3,9,16,40,4,2,2,5,5,4,5,2,4,4,2,2,8,6,7,2,2,2,9,9,2,5,3,2,1,7,6
100001708,"GB",7,2,27,3,5,20,37,6,2,2,2,2,2,3,2,1,4,1,3,3,2,3,3,2,2,8,9,1,5,3,2,3,7,7
100001709,"GB",7,1,32,3,5,14,8,4,3,2,2,5,4,4,2,2,5,2,4,6,0,4,3,2,2,9,9,2,6,2,2,4,6,6
100001713,"GB",7,2,59,2,6,19,20,7,1,4,6,2,2,3,1,3,2,1,2,7,0,9,4,1,1,9,9,1,6,4,2,0,7,7
100001714,"GB",7,1,61,4,4,16,60,7,2,1,1,3,2,5,5,6,3,1,1,5,5,7,1,1,1,9,9,2,6,4,2,0,7,7
100001716,"GB",7,2,32,3,9,13,55,7,3,3,3,2,4,6,2,2,3,1,1,8,6,7,2,2,1,8,7,3,3,3,2,3,7,6
100001717,"GB",7,2,40,3,1,10,72,1,3,2,4,5,2,5,2,2,2,2,2,3,4,4,2,2,2,5,5,4,5,1,2,2,7,7
100001720,"GB",7,2,48,4,1,13,16,7,3,2,6,5,5,5,1,2,5,3,2,8,3,8,4,2,2,7,8,3,5,3,1,4,6,7
100001722,"GB",7,1,38,3,5,16,48,5,6,4,4,4,6,6,5,6,4,1,1,9,5,7,3,2,2,8,8,3,2,2,2,0,7,7
100001726,"GB",7,2,29,3,10,17,45,7,3,4,4,4,2,4,1,2,1,2,3,8,3,6,3,2,2,10,9,2,7,3,1,7,7,6
100001728,"GB",7,2,43,4,5,17,20,4,3,5,5,4,5,5,2,5,5,1,4,6,5,4,2,2,2,8,8,1,6,3,2,2,7,6
100001733,"GB",7,1,64,4,77,11,37,7,2,3,3,3,3,4,3,2,2,3,3,9,9,9,4,2,2,9,9,2,6,2,1,3,7,7
100001734,"GB",7,2,48,4,2,11,666,7,3,2,2,3,4,4,2,1,3,2,1,3,0,0,3,1,1,7,4,3,7,3,1,8,1,3
100001735,"GB",7,1,18,2,7,12,46,3,4,5,1,2,3,2,2,3,5,3,3,0,1,0,2,2,2,8,7,2,7,5,2,0,7,7
100001740,"GB",7,2,65,3,77,10,36,7,1,3,6,4,6,5,2,4,4,1,1,0,5,5,4,2,1,7,7,2,6,4,2,1,7,6
100001744,"GB",7,1,67,3,5,11,50,6,2,1,5,5,4,5,2,1,6,1,3,3,4,5,1,2,1,6,10,5,2,2,1,7,7,7
100001746,"GB",7,2,80,2,2,10,15,6,2,1,5,2,2,2,1,2,2,2,1,3,0,2,3,2,2,10,10,2,6,4,2,4,7,7
100001748,"GB",7,1,75,2,1,18,30,6,1,1,1,1,1,5,1,1,1,1,1,5,1,5,3,2,1,10,10,1,4,3,1,10,1,6
100001749,"GB",7,1,17,3,10,12,4,2,3,1,1,2,2,3,2,1,4,1,2,9,6,7,3,2,2,9,9,1,6,2,2,0,7,6
100001755,"GB",7,2,63,3,6,15,30,7,1,2,4,4,4,5,2,4,4,1,1,6,0,2,4,1,1,8,8,1,4,3,2,0,7,7
100001758,"GB",7,1,18,1,6,13,63,6,3,1,1,2,1,3,3,1,4,1,1,6,5,7,2,1,1,7,7,1,6,5,1,8,1,2
100001760,"GB",7,1,82,2,77,15,37,3,2,1,5,4,5,3,3,2,5,2,2,8,6,7,2,2,2,9,9,1,5,3,1,6,6,7
100001763,"GB",7,2,50,3,1,8,50,7,1,2,2,2,3,5,2,2,5,2,1,0,0,0,3,1,2,5,5,1,4,2,1,8,1,4
100001764,"GB",7,2,50,4,8,16,18,5,2,1,1,2,2,5,1,1,5,1,1,9,5,9,3,2,1,9,9,1,6,3,1,9,2,5
100001767,"GB",7,1,54,2,6,14,37,7,2,1,1,2,2,5,2,2,3,1,2,6,2,4,2,2,2,8,8,4,3,2,1,3,6,6
100001768,"GB",7,1,39,3,9,18,42,3,4,2,3,3,2,3,2,3,2,2,1,8,2,9,2,1,1,9,8,1,2,2,1,6,1,3
100001770,"GB",7,1,52,3,10,11,40,5,5,2,3,5,3,5,5,5,4,2,1,5,2,5,2,2,2,7,8,2,6,4,2,0,7,7
100001771,"GB",7,1,31,3,3,10,50,6,4,3,2,4,5,5,5,2,4,2,2,9,3,8,3,2,2,9,9,1,5,2,2,1,7,7
100001772,"GB",7,2,51,3,1,11,16,7,2,1,6,6,5,4,2,1,1,2,5,2,0,0,3,2,2,0,0,4,1,2,1,5,1,6
100001773,"GB",7,2,41,3,3,13,15,7,3,1,3,5,5,6,5,5,5,1,1,8,4,6,3,2,1,9,10,2,6,3,2,4,7,7
100001774,"GB",7,1,73,4,88,10,50,5,2,2,4,2,5,6,2,3,2,1,2,5,3,0,1,2,2,10,10,2,6,4,2,0,6,7
100001776,"GB",7,1,42,3,6,17,50,4,2,1,1,2,2,3,3,3,4,1,2,8,2,8,1,1,1,3,9,1,6,3,2,2,7,5
100001781,"GB",7,2,44,1,6,21,40,1,2,3,5,4,1,5,1,3,1,1,1,7,7,7,2,2,2,8,9,2,4,4,1,7,1,5
100001783,"GB",7,2,18,3,88,12,14,3,3,1,4,1,2,1,2,5,5,2,1,1,1,1,3,2,1,4,3,2,4,1,2,0,7,5
100001786,"GB",7,2,77,3,9,19,80,7,2,3,2,5,2,5,3,3,5,1,3,6,5,6,2,2,2,10,9,2,6,3,1,7,2,6
100001790,"GB",7,2,72,4,5,13,25,3,1,1,4,3,2,5,3,5,6,3,4,4,4,5,2,2,2,7,6,3,6,4,2,2,6,6
100001791,"GB",7,1,73,3,2,8,50,6,1,1,2,2,2,3,2,1,4,3,4,5,4,5,3,2,2,2,6,2,5,2,1,8,3,3
100001793,"GB",7,1,43,3,5,18,60,1,1,3,5,4,2,3,1,3,5,2,2,5,0,6,3,2,2,0,0,2,5,1,2,5,6,7
100001795,"GB",7,1,73,3,2,12,40,7,1,3,1,1,1,2,3,1,1,1,1,8,7,5,4,2,2,8,77,3,6,2,1,9,1,3
100001796,"GB",7,2,34,3,9,18,40,2,3,3,5,2,5,5,1,4,2,2,2,8,3,3,2,2,2,8,9,2,7,4,2,1,7,7
100001797,"GB",7,1,38,3,10,17,60,3,3,2,3,2,3,3,3,6,5,2,1,10,0,8,3,2,1,10,8,1,4,4,2,0,7,7
100001798,"GB",7,1,76,3,2,11,37,7,1,1,1,6,3,3,2,2,3,1,1,4,0,3,4,2,2,10,8,5,1,1,1,5,7,7
100001800,"GB",7,2,20,3,8,14,8,4,4,3,3,2,2,4,2,2,5,1,1,9,3,8,2,2,2,7,7,1,4,2,2,3,6,7
100001801,"GB",7,1,43,3,8,11,60,5,2,2,4,5,3,2,1,1,1,2,3,5,0,3,3,2,2,7,7,3,2,2,1,0,7,7
100001804,"GB",7,2,64,2,88,13,35,4,3,1,1,4,2,2,2,1,4,2,1,8,3,4,3,2,2,8,6,2,3,3,1,0,6,7
100001805,"GB",7,1,37,1,2,19,45,2,1,3,6,3,2,3,4,5,2,6,2,8,6,8,4,2,1,6,6,2,6,2,2,2,7,7
100001807,"GB",7,2,15,3,88,11,666,2,3,1,1,2,2,5,2,2,3,1,1,9,8,7,3,2,2,8,10,1,7,4,2,1,7,7
100001815,"GB",7,2,40,4,6,20,23,5,5,4,4,2,4,3,2,4,5,3,2,7,6,7,2,2,1,9,8,2,3,2,1,7,1,4
100001817,"GB",7,2,56,2,77,11,45,6,2,5,5,5,5,5,2,3,5,3,2,4,2,4,2,2,1,4,5,3,1,1,1,3,7,7
100001818,"GB",7,1,55,1,3,0,20,6,2,1,5,2,5,5,2,2,5,2,1,6,5,7,4,1,1,8,8,4,3,3,2,0,7,6
100001819,"GB",7,2,22,3,5,12,29,4,4,2,2,5,2,5,2,5,4,2,2,6,4,6,3,2,2,6,4,2,4,4,1,5,7,7
100001820,"GB",7,1,38,2,1,15,55,7,1,3,4,4,4,5,4,5,4,3,1,8,3,7,3,1,1,6,8,2,4,2,2,2,7,7
100001827,"GB",7,1,53,3,5,14,50,7,2,2,3,5,5,6,2,1,3,1,1,8,8,8,2,1,1,7,8,5,5,2,1,6,7,6
100001830,"GB",7,1,52,3,8,16,42,2,4,2,3,1,2,3,1,2,4,1,2,7,1,7,2,2,2,7,8,3,4,3,1,5,7,7
100001832,"GB",7,2,67,3,5,14,22,5,2,1,6,6,6,6,6,1,1,1,1,8,7,9,1,2,2,8,8,1,6,4,1,10,1,2
100001834,"GB",7,1,36,4,9,12,40,7,4,3,5,5,1,5,1,2,1,1,1,9,7,8,4,2,2,7,7,1,6,2,1,9,1,2
100001839,"GB",7,2,80,4,3,19,80,7,1,2,6,5,5,6,5,5,6,4,3,88,88,0,2,2,1,6,5,3,6,3,2,7,4,7
100001842,"GB",7,2,50,4,7,24,32,5,5,3,5,5,2,5,2,3,3,1,3,5,2,3,3,2,8,8,9,1,5,2,2,2,7,6
100001845,"GB",7,2,38,1,6,17,6,5,4,1,4,4,4,4,1,4,4,1,2,5,1,4,2,1,1,9,9,2,6,2,2,0,7,7
100001849,"GB",7,2,55,3,9,25,40,6,8,1,2,6,5,6,1,4,1,1,1,8,1,8,2,1,1,7,8,4,3,1,1,8,1,7
100001850,"GB",7,1,38,3,8,16,37,2,4,3,2,3,4,5,4,3,4,2,2,9,8,9,2,2,1,7,9,2,4,3,1,7,6,4
100001852,"GB",7,1,84,3,2,9,46,6,2,2,3,2,2,4,3,1,3,2,2,8,4,7,2,2,2,8,7,3,6,2,1,10,1,2
100001854,"GB",7,2,39,2,3,9,29,7,4,5,3,2,5,5,5,4,5,2,1,9,3,9,3,2,2,10,10,2,5,2,2,4,6,7
100001856,"GB",7,2,52,4,3,17,42,2,1,1,5,4,3,5,1,4,4,2,4,10,5,8,2,1,2,7,8,1,5,3,2,0,4,7
100001862,"GB",7,1,72,3,3,10,60,6,2,1,4,2,2,1,2,4,3,2,1,9,5,5,2,2,1,8,9,3,4,2,2,1,7,7
100001869,"GB",7,1,76,3,4,12,37,7,1,2,5,2,2,6,2,2,4,1,2,5,3,0,3,2,1,5,8,2,2,1,1,7,6,6
100001871,"GB",7,2,41,3,8,15,35,7,4,1,5,4,5,3,2,1,5,1,1,6,1,3,1,2,1,0,0,3,2,2,2,0,7,7
100001874,"GB",7,2,36,4,10,13,40,5,6,2,5,2,3,4,1,1,3,1,1,10,9,9,2,2,1,10,10,2,7,3,1,10,1,3
100001877,"GB",7,1,62,4,6,17,24,3,2,2,5,3,3,3,4,5,3,3,3,5,7,8,2,2,2,8,8,2,3,2,2,0,7,7
100001880,"GB",7,2,82,3,88,17,30,5,2,1,3,3,5,5,1,1,3,1,1,8,8,8,3,2,2,10,10,3,6,4,1,7,1,1
100001881,"GB",7,2,56,2,4,15,16,7,2,2,2,2,2,5,2,2,2,2,2,9,6,7,3,2,1,8,10,4,7,2,2,0,7,7
100001883,"GB",7,2,27,1,1,13,35,3,4,2,3,5,3,4,1,3,2,3,2,10,1,1,4,1,1,5,6,3,3,2,2,1,7,7
100001885,"GB",7,1,72,2,2,10,45,7,1,4,2,4,4,3,4,2,3,1,1,8,7,88,2,2,2,8,8,3,6,3,1,2,6,6
100001888,"GB",7,2,999,3,77,10,1,7,1,3,5,5,5,5,2,2,2,2,2,8,6,7,2,2,2,8,6,1,7,3,1,7,1,6
100001890,"GB",7,2,30,2,77,20,55,2,2,2,5,5,3,3,2,4,2,3,3,6,2,4,2,2,2,7,7,2,5,2,1,6,5,5
100001892,"GB",7,1,62,3,7,11,40,6,2,4,3,4,3,4,2,2,3,2,2,8,3,7,4,2,2,8,8,2,5,2,1,6,6,5
100001893,"GB",7,1,54,3,3,11,50,7,3,2,3,6,1,2,2,6,3,1,6,4,0,2,2,2,1,1,5,3,1,2,2,0,7,7
100001895,"GB",7,2,41,2,3,16,12,7,2,3,4,1,1,4,3,5,4,2,3,7,4,7,2,1,1,9,9,2,6,2,2,3,7,7
100001897,"GB",7,1,42,2,10,16,45,6,3,1,3,4,2,3,4,4,4,1,1,3,1,6,2,2,2,8,8,4,4,2,1,6,6,6
100001904,"GB",7,1,16,3,88,11,666,3,3,1,5,2,3,3,2,5,5,3,1,5,2,4,4,1,1,10,7,2,4,2,2,4,6,5
100001905,"GB",7,1,72,2,5,17,45,2,2,4,5,3,5,5,2,3,4,2,1,4,3,4,1,1,1,7,7,1,4,3,2,0,7,7
100001909,"GB",7,1,31,1,9,17,37,6,2,3,4,3,4,6,2,5,5,2,1,3,0,3,2,1,1,5,5,3,5,3,2,0,7,7
100001912,"GB",7,1,47,1,7,18,37,4,3,5,4,4,5,5,4,5,5,2,1,7,7,8,2,1,2,8,8,1,6,3,2,0,7,7
100001914,"GB",7,2,32,3,3,16,30,0,5,3,3,2,3,5,1,1,3,2,2,7,1,10,4,2,2,7,5,2,5,4,1,6,2,5
100001915,"GB",7,2,42,3,8,15,37,3,5,4,4,4,5,6,2,1,3,2,1,3,1,3,2,1,1,9,10,1,4,3,1,9,2,3
100001916,"GB",7,1,51,3,4,15,44,7,4,3,5,5,4,4,3,2,3,2,1,7,4,7,2,2,2,5,5,2,5,2,2,0,7,7
100001918,"GB",7,2,73,2,1,10,12,7,2,2,2,5,5,5,3,5,5,3,4,8,5,6,3,2,2,5,8,2,4,3,1,4,2,6
100001919,"GB",7,2,39,3,6,19,5,3,1,4,5,3,1,3,1,2,4,3,3,8,4,6,2,2,1,6,6,3,6,2,2,1,7,7
100001921,"GB",7,1,66,2,8,21,45,6,2,3,2,2,5,4,3,3,2,2,1,7,6,7,1,1,1,9,8,1,6,3,1,8,2,3
100001923,"GB",7,2,37,2,1,10,40,4,4,2,5,3,3,5,1,2,1,1,2,2,2,3,4,2,2,8,10,1,2,4,2,5,7,7
100001924,"GB",7,1,88,4,3,15,40,7,1,2,5,3,3,5,1,2,3,2,2,10,2,6,2,2,1,10,10,2,6,2,2,4,7,7
100001930,"GB",7,2,72,2,2,10,16,7,1,3,5,5,5,4,4,3,1,1,3,5,3,3,2,2,1,7,8,1,7,2,1,2,7,7
100001931,"GB",7,2,35,3,3,14,32,6,2,2,3,3,3,4,4,3,4,2,2,7,1,5,4,2,2,7,7,2,6,3,1,6,3,6
100001934,"GB",7,2,84,3,3,16,42,3,1,2,6,4,4,5,1,2,5,2,2,2,5,1,2,2,2,8,8,2,6,3,1,6,1,3
100001936,"GB",7,1,24,3,10,11,50,2,3,5,1,1,1,6,1,1,1,2,5,0,0,4,4,2,1,6,4,2,7,3,1,7,1,3
100001939,"GB",7,2,67,4,3,10,10,6,2,2,5,5,3,5,1,1,2,2,2,2,0,2,2,2,2,3,6,4,4,2,1,5,7,7
100001948,"GB",7,1,47,3,3,11,54,5,1,2,5,4,2,4,3,2,4,3,3,7,2,7,2,2,2,6,7,2,3,2,2,1,7,7
100001951,"GB",7,2,63,1,7,19,10,5,2,4,4,2,5,6,1,3,5,2,1,5,6,7,1,1,1,9,10,2,6,4,2,0,7,7
100001953,"GB",7,2,47,2,7,13,45,6,2,1,3,2,1,5,1,1,1,1,1,7,2,6,2,2,1,5,8,2,2,2,2,0,7,7
100001955,"GB",7,2,999,3,88,9,40,6,1,8,8,8,8,8,8,8,8,8,8,5,5,5,4,2,2,8,8,2,6,3,1,10,1,3
100001956,"GB",7,2,55,4,1,11,45,3,2,1,5,4,5,6,2,2,1,1,2,8,5,5,3,2,2,4,5,4,3,1,1,8,1,3
100001957,"GB",7,2,35,3,1,21,16,7,5,1,6,5,5,6,2,6,1,1,1,1,3,10,2,2,2,2,2,2,5,2,2,1,1,6
100001961,"GB",7,2,27,3,1,12,20,7,3,1,3,3,3,5,1,3,5,1,1,4,4,4,3,2,2,6,5,3,3,2,1,7,2,7
100001963,"GB",7,2,24,4,7,14,42,3,2,2,6,2,5,4,2,3,1,1,1,1,0,1,3,2,2,3,9,3,5,2,2,5,7,7
100001967,"GB",7,1,35,2,9,15,50,5,5,2,2,5,4,1,1,1,5,2,2,8,4,6,3,2,1,8,8,2,5,3,1,8,2,3
100001969,"GB",7,2,44,2,1,15,16,1,3,2,2,5,5,5,2,5,3,2,3,8,5,6,2,2,1,4,2,2,6,2,2,0,4,7
100001972,"GB",7,1,19,4,8,14,45,2,5,2,2,2,1,1,2,2,3,2,1,9,4,6,2,2,2,7,6,1,7,3,2,1,7,7
100001973,"GB",7,1,44,2,3,12,40,0,2,2,5,5,5,5,2,5,5,4,2,3,2,3,3,2,2,3,3,2,2,2,2,0,7,7
100001974,"GB",7,1,77,3,2,10,70,7,2,2,5,5,4,3,2,1,2,2,2,4,2,2,2,2,2,9,10,2,5,1,1,5,7,7
100001979,"GB",7,1,82,4,4,9,40,5,2,3,5,3,4,5,2,5,3,1,1,5,4,8,2,2,2,10,10,2,5,3,1,6,1,3
100001981,"GB",7,1,55,2,77,13,777,5,2,7,9,9,9,7,7,9,9,9,7,6,7,8,3,2,1,7,6,1,3,3,1,6,4,4
100001986,"GB",7,2,24,3,3,12,40,7,2,2,5,2,5,6,2,5,3,1,1,9,2,9,4,2,2,8,10,1,6,2,2,0,7,7
100001992,"GB",7,1,72,2,5,10,47,7,2,1,6,5,5,6,1,1,5,2,1,5,1,2,2,2,1,8,8,3,2,1,1,2,7,7
100001993,"GB",7,1,40,4,2,13,50,6,4,3,5,4,5,5,3,4,5,4,5,5,2,7,3,2,2,7,5,4,3,2,2,0,7,7
100001995,"GB",7,1,61,3,1,12,38,7,1,2,4,1,3,3,1,1,3,1,1,2,0,2,2,2,2,4,6,3,6,2,2,3,1,7
100001996,"GB",7,2,82,4,1,18,20,7,1,2,5,4,5,5,4,3,5,4,4,7,3,6,3,2,2,8,8,2,6,4,1,4,4,6
100001999,"GB",7,1,74,2,10,15,30,7,2,2,3,5,3,5,5,2,4,2,2,7,5,8,1,2,8,8,8,1,4,4,2,2,7,7
100002000,"GB",7,2,25,2,4,18,50,4,1,1,1,1,2,2,3,1,4,1,1,6,3,5,3,2,2,8,8,3,6,2,1,7,1,6
100002003,"GB",7,2,57,5,1,22,20,3,1,1,4,5,2,5,1,3,5,2,1,6,5,8,2,2,2,9,9,1,4,3,1,4,6,6
100002004,"GB",7,1,36,1,1,10,40,7,4,3,2,2,2,3,1,1,2,1,1,9,7,9,4,2,2,9,9,2,7,4,1,9,3,4
100002005,"GB",7,1,48,2,88,11,35,4,4,4,4,4,5,6,1,4,5,1,1,5,0,3,3,1,2,3,5,2,6,4,2,0,7,5
100002007,"GB",7,1,41,4,1,11,30,6,2,3,5,5,5,5,3,2,3,3,2,3,5,3,3,2,2,2,3,3,3,2,1,6,3,6
100002008,"GB",7,1,74,2,7,9,48,7,1,2,4,4,3,5,1,2,2,2,2,2,0,0,1,1,2,5,4,3,4,2,1,5,4,6
100002011,"GB",7,1,42,3,6,24,32,5,1,3,2,3,4,4,4,5,3,2,3,8,6,6,2,2,1,8,8,3,4,2,2,1,7,7
100002012,"GB",7,2,73,4,4,20,60,3,1,2,3,5,4,6,5,5,5,3,1,4,3,7,1,1,2,8,8,2,4,2,2,3,7,7
100002019,"GB",7,1,74,3,4,16,70,3,2,2,5,6,4,4,1,1,3,1,1,5,0,4,2,2,2,8,8,1,5,2,1,9,2,3
100002024,"GB",7,2,87,2,4,13,37,7,1,3,4,3,4,5,2,4,2,1,1,1,0,3,3,2,2,8,8,4,6,2,1,7,1,4
100002025,"GB",7,1,65,2,9,18,41,4,2,1,5,2,2,4,4,3,5,3,1,6,1,5,1,1,1,8,7,2,6,3,2,0,7,7
100002026,"GB",7,2,39,3,10,20,45,5,3,2,5,3,6,4,4,5,4,2,2,7,3,7,3,2,1,9,9,2,6,3,2,0,7,7
100002030,"GB",7,2,29,4,77,14,38,6,2,1,3,2,2,3,2,4,4,3,1,8,4,6,3,2,1,7,7,1,5,3,2,1,7,7
100002034,"GB",7,2,48,3,88,19,12,3,2,5,6,6,4,6,2,2,2,2,3,9,3,8,2,2,2,8,9,3,4,2,1,10,1,2
100002041,"GB",7,1,50,3,2,15,888,7,1,3,4,3,4,2,2,3,4,3,2,2,0,2,4,2,2,5,8,1,6,3,2,0,7,7
100002043,"GB",7,2,40,4,10,17,25,2,4,4,5,2,2,2,2,4,5,2,2,5,4,3,2,2,1,9,9,1,7,4,2,4,6,6
100002045,"GB",7,2,56,4,10,20,50,6,2,1,4,3,3,4,3,3,2,3,2,8,4,6,4,1,1,8,8,2,5,3,2,7,4,6
100002046,"GB",7,1,22,3,88,17,40,6,6,3,4,1,4,4,3,4,2,2,1,9,6,8,3,2,1,8,8,3,4,2,1,4,7,7
100002047,"GB",7,1,59,1,77,11,40,7,1,4,2,2,3,3,1,4,5,2,1,2,2,5,2,2,1,0,3,4,6,4,1,4,5,5
100002049,"GB",7,1,57,3,10,15,37,6,6,3,2,5,3,3,2,2,3,2,2,5,6,5,2,1,1,7,7,3,3,2,2,2,7,7
100002050,"GB",7,1,63,3,88,11,45,3,2,2,4,5,5,5,5,2,5,5,4,5,3,4,1,2,2,7,10,2,4,3,1,5,3,3
100002051,"GB",7,2,41,4,6,13,30,3,2,2,3,2,4,5,2,2,3,3,2,8,2,7,3,2,1,8,8,2,5,4,2,6,7,6
100002052,"GB",7,2,62,2,1,10,28,7,2,2,5,5,5,5,5,2,5,2,2,6,0,4,2,2,2,4,3,4,3,3,1,3,1,7
